station,location_est,location_lower,location_upper,location_se,scale_est,scale_lower,scale_upper,scale_se,shape_est,shape_lower,shape_upper,shape_se,nllh,method
USC00243581,321.5293725033231,290.2459537601513,352.8127912464949,15.961221221375217,117.50023678507844,93.99186318537242,141.00861038478445,11.994288560982282,0.019789322378357493,-0.19474723059045218,0.23432587534716715,0.10945943632691553,470.703125783981,ismev_car_delta
USC00246157,322.1163330468996,297.67179649411827,346.560869599681,12.471931497515651,92.46824745402813,74.50611306475943,110.43038184329683,9.164522680493995,-0.14248437980920098,-0.3520801922202175,0.06711143260181557,0.10693860400715606,446.376251199901,ismev_car_delta
USC00250050,491.4452557844953,447.6373072243275,535.2532043446631,22.351404875660624,175.04724900893945,144.82073950747582,205.27375851040307,15.421971903507659,-0.10522099383616704,-0.23509327669503485,0.02465128902270078,0.06626258639611944,494.07213021701625,ismev_car_delta
USC00250365,408.5436544403202,382.4301047734953,434.6572041071451,13.32348444808438,102.12021527016205,82.84516619150551,121.39526434881859,9.834389422813716,0.056511563350904494,-0.11200559618052489,0.22502872288233386,0.085979722515654,461.64804188656433,ismev_car_delta
USC00250945,493.879336530581,453.35967083978517,534.3990022213768,20.67367870553222,152.72465022241414,123.13516805016089,182.3141323946674,15.096951987715755,-0.05262355795515124,-0.24895214514204866,0.14370502923174622,0.10016948716176029,473.8757247652021,ismev_car_delta
USC00252020,587.1448357982857,539.5250784469855,634.764593149586,24.296241016120085,184.86218811390108,150.2648588257105,219.45951740209168,17.652022976488304,0.04879830827999182,-0.09554153400080406,0.1931381505607877,0.0736441299020442,484.0760959451821,ismev_car_delta
USC00252595,522.8588189364878,480.42168204114466,565.2959558318308,21.651998317357783,166.7600604893255,135.74975041516714,197.77037056348385,15.821877503241762,0.054465822311521764,-0.10107865890119079,0.21001030352423433,0.07936088746508999,491.10077266509006,ismev_car_delta
USC00253365,448.3660599432129,412.1717715175354,484.56034836889046,18.466813018592948,140.77468021984168,113.08690007907954,168.4624603606038,14.126678020188038,0.14799240792150936,-0.01506109467122324,0.31104591051424196,0.08319209122151115,475.92725872658923,ismev_car_delta
USC00253605,308.7528406102838,284.4378154649825,333.06786575558505,12.405853034594047,93.5761550136194,75.52998540881775,111.62232461842105,9.20739857831447,0.04430260729498794,-0.14156017450948874,0.23016538909946463,0.09482969241809475,454.66070736935154,ismev_car_delta
USC00254335,540.7298571638871,496.41928516953345,585.0404291582408,22.60785011554795,172.64309936049807,140.2927621990195,204.99343652197663,16.50557735583608,0.016328505275146503,-0.15061474008456857,0.1832717506348616,0.08517669032520095,498.5995459601744,ismev_car_delta
USC00257830,367.9685170405219,336.91531730034563,399.0217167806981,15.843760388007079,122.71993581717254,100.37730507262334,145.06256656172172,11.399510868967504,0.03539794948525639,-0.10858534816578029,0.17938124713629305,0.07346221603394684,467.63457162823084,ismev_car_delta
USC00265168,165.9839079840972,148.6420263184944,183.32578964969997,8.848061394185477,65.58952641121363,52.25959263259126,78.919460189836,6.8011115937676365,0.1275269614965502,-0.06381799584233949,0.3188719188354399,0.09762677214897537,419.96768414192127,ismev_car_delta
USC00272999,398.87198969936367,374.70966378765723,423.0343156110701,12.327943830751884,94.40667050912978,75.8129446986969,113.00039631956267,9.486769122850133,0.15334534019372337,-0.01861456663155578,0.32530524701900254,0.0877362585137671,459.8078300777462,ismev_car_delta
USC00290600,351.4574089552441,312.09387816799693,390.82093974249125,20.08380311972143,145.10962047828187,114.62528516434946,175.59395579221427,15.553518102571758,0.09865323237384996,-0.13120825411445153,0.32851471886215144,0.11727842363503596,482.936600804038,ismev_car_delta
USC00290692,207.98975817043197,192.9805763373006,222.99894000356335,7.657886548692685,58.072967935827194,46.85404841042391,69.29188746123049,5.724043714015512,0.06753260318939064,-0.09978634104771744,0.23485154742649872,0.08536837694819834,414.2647900322906,ismev_car_delta
USC00291138,265.23288306715847,240.1727611716979,290.293004962619,12.786011423236141,95.03218381142472,74.28382387936836,115.78054374348108,10.586092446451454,0.27525921648430896,0.068960445974137,0.48155798699448094,0.10525640886130071,459.0665619731594,ismev_car_delta
USC00291664,301.16058162404863,276.1162717448698,326.2048915032275,12.777943919748123,94.22302104561784,75.9043973865391,112.54164470469658,9.346408303200318,-0.058992385678251394,-0.25952486388460144,0.14154009252809868,0.10231436893132972,438.91809069592045,ismev_car_delta
USC00301966,413.3377968829368,381.74782962979333,444.92776413608027,16.11762639636294,120.45363854205405,96.36457986327541,144.54269722083268,12.290561902560489,0.09765338731479292,-0.10043344026810949,0.2957402148976953,0.10106656507231056,475.59610210393527,ismev_car_delta
USC00309000,464.5381703648022,430.89480738737166,498.1815333422328,17.16529652728578,127.40219876789286,101.31396957185326,153.49042796393246,13.310565603154052,0.1259470515990624,-0.0833278708181974,0.33522197401632214,0.1067748816141489,481.0701752893209,ismev_car_delta
USC00312635,722.9820975349477,659.9913099733291,785.9728850965663,32.13874747621993,234.76473658402506,182.43099243686197,287.09848073118815,26.701380515134467,0.2585837359920977,0.026261287612598216,0.4909061843715972,0.11853403950890394,531.6395218227398,ismev_car_delta
USC00313638,736.3953307472602,678.8827252393112,793.9079362552093,29.34370527295456,217.92327671820874,169.6061174077873,266.24043602863014,24.65206488054935,0.29239153683896213,0.08015805776325063,0.5046250159146737,0.108284377034365,520.4625928598495,ismev_car_delta
USC00320382,418.534640226457,385.7005788493961,451.3687016035179,16.752379960066506,125.50837318385163,101.10687364801325,149.90987271969001,12.44997343232544,0.024541152027820035,-0.167979416081364,0.21706172013700406,0.09822658458408509,475.60026775687163,ismev_car_delta
USC00320941,393.26028779310525,353.58031005578704,432.94026553042346,20.245258612050435,147.79684548960563,116.63290163008779,178.96078934912347,15.900263527970443,0.1361212696643424,-0.09035902729258219,0.36260156662126697,0.11555329523571471,492.4357589559838,ismev_car_delta
USC00331072,468.8699004377513,430.7870212495359,506.95277962596674,19.430397440263356,142.70941475818304,111.09265281889293,174.32617669747316,16.13129740580904,0.27009479875400133,0.04652926693746712,0.49366033057053554,0.11406614283731266,495.1356671186928,ismev_car_delta
USC00340292,668.000592558876,620.238729150108,715.7624559676439,24.368745438950608,183.14345544782242,144.9769358453663,221.30997505027852,19.4730719051517,0.21939707778401665,0.03562494543751721,0.4031692101305161,0.09376301493092253,497.72919089491705,ismev_car_delta
USC00351946,583.5386351210368,544.346627294528,622.7306429475456,19.996289796981113,149.32729334530183,111.22856520373335,187.4260214868703,19.43848378954225,0.5290000765047183,0.291713069308525,0.7662870837009115,0.12106702422487504,509.7238600795701,ismev_car_delta
USC00353827,188.50649789447874,174.7039745269754,202.30902126198208,7.042233161617203,51.513304816824416,39.82312623317353,63.2034834004753,5.9644864272310745,0.2992323573597413,0.06399472752648222,0.5344699871930003,0.12002140431598925,421.09849291143405,ismev_car_delta
USC00360475,457.229752148718,428.0173361467102,486.44216815072576,14.90456775350547,116.01921184008604,94.477015566343,137.5614081138291,10.99111843057584,0.08513650591950372,-0.059972520227428106,0.23024553206643555,0.0740365778613961,466.04546587350694,ismev_car_delta
USC00363028,472.1625583525239,439.8756767046845,504.44944000036327,16.473201498861293,121.50131280276905,95.57995250914558,147.42267309639251,13.225426843599099,0.21119578503233494,0.004622399425535523,0.4177691706391343,0.1053965211790747,467.94442499537774,ismev_car_delta
USC00380506,715.3969899292733,667.5143437565661,763.2796361019806,24.430370430477026,180.18395255943835,142.6174032881211,217.7505018307556,19.166958968449123,0.14936981229588076,-0.066729986556923,0.3654696111486845,0.1102570254134114,507.648748122459,ismev_car_delta
USC00382260,640.6718063742849,598.1199778399017,683.223634908668,21.710515534992755,161.39105980459755,124.6685927489896,198.1135268602055,18.736296863243453,0.3294247851979357,0.10717737064648986,0.5516721997493816,0.11339362167085987,506.9624366511365,ismev_car_delta
USC00390043,459.98435197903683,422.1029994761391,497.8657044819346,19.327575813484863,145.3311826801957,116.66831128377609,173.9940540766153,14.624182700554028,0.08072371769085596,-0.10951317315592102,0.27096060853763293,0.09706142171353216,488.7999593551703,ismev_car_delta
USC00391972,395.96061528543555,361.8302588252204,430.0909717456507,17.41376715563707,131.7393004522673,107.41916242030946,156.0594384842251,12.408461698169953,-0.12489344664017826,-0.3017572839197973,0.05197039063944078,0.09023830982339394,466.64569427098405,ismev_car_delta
USC00392927,418.9413217367071,375.58487549133463,462.29776798207956,22.12104231881944,166.58833456216598,132.5781771828033,200.59849194152866,17.352439967076172,0.17130675236047244,-0.02207291185359661,0.3646864165745415,0.09866490697758899,502.60968514348787,ismev_car_delta
