LATITUDE,LONGITUDE,ELEVATION,loc,scale,shape
59.55,-137.25,-32768,253.05173,3.93985,0.1189376
59.55,-136.95,-32768,259.7506,3.9688237,0.1189376
59.55,-136.65,-32768,274.22794,4.0298147,0.1189376
59.55,-136.35,-32768,280.47787,4.056912,0.1189376
59.55,-136.04999999999998,53,292.7641,4.6390023,0.1189376
59.55,-135.75,899,279.53717,4.5994654,0.1189376
59.55,-135.45,270,287.89703,4.6251383,0.1189376
59.55,-135.15,952,281.31946,4.61039,0.1189376
59.55,-134.85,-32768,264.14313,3.9963229,0.1189376
59.55,-134.54999999999998,-32768,275.26465,4.0435486,0.1189376
59.55,-134.25,-32768,277.46997,4.0539684,0.1189376
59.55,-133.95,-32768,266.58524,4.010435,0.1189376
59.55,-133.65,-32768,256.6307,3.9707553,0.1189376
59.55,-133.35,-32768,269.64264,4.025764,0.1189376
59.55,-133.04999999999998,-32768,274.13928,4.045697,0.1189376
59.55,-132.75,-32768,247.52328,3.9373708,0.1189376
59.55,-132.45,-32768,250.86896,3.9525921,0.1189376
59.55,-132.15,-32768,252.04065,3.9588692,0.1189376
59.55,-131.85,-32768,252.13052,3.960791,0.1189376
59.55,-131.54999999999998,-32768,242.57156,3.9230247,0.1189376
59.55,-131.25,-32768,218.69466,3.8262932,0.1189376
59.55,-130.95,-32768,189.57225,3.7080343,0.1189376
59.55,-130.65,-32768,183.28755,3.6840203,0.1189376
59.55,-130.35,-32768,215.5565,3.8188586,0.1189376
59.55,-130.04999999999998,-32768,209.47073,3.7955413,0.1189376
59.55,-129.75,-32768,215.761,3.8231993,0.1189376
59.55,-129.45,-32768,230.41016,3.8852787,0.1189376
59.55,-129.15,-32768,242.40234,3.9364321,0.1189376
59.55,-128.85,-32768,236.87253,3.9153523,0.1189376
59.55,-128.54999999999998,-32768,229.51929,3.8867843,0.1189376
59.55,-128.25,-32768,241.94366,3.939735,0.1189376
59.55,-127.95,-32768,240.1872,3.934222,0.1189376
